txt,intent
"Estou tomando xarope expec, alivia um pouco",inform_medicine
"Nariz quase não escorre, mais entupido...",inform_symptoms
medi agora de novo a temperatura deu 36.8,others
Pegar nao mas passei perti,others
só um pouco preocupado com tudo isso,others
Ansiedade,inform_symptoms
Passamento como chama os mais velhos,others
Mas com um pouco de secreção,inform_symptoms
Rinite,inform_symptoms
"Somente isso,pode ser coronavirus?",request_inform
Vc recomenda??,request_inform
Não estou saimdo,others
Nao tive tosse e nem Falta de ar,inform_symptoms
Oh obrigada,greeting
Tipo eu sinto que nao estou 100% ainda,others
Ontem eu só não senti calafrios,inform_symptoms
Desde ontem a tarde até agora não tomei tilenol.,inform_medicine
Vc não pode me passa outro xarope pra tosse?,request_inform
Tudo de bom pra vcs,greeting
Com moleza no corpo e sem sentir cheiro e nem gosto.,inform_symptoms
Espero que passe logo,others
No casso da frebre qual remedio posso toma,request_inform
"Então. Entrei em contato para falar sobre algumas coisas que a minha mãe está sentindo. Ela tem 50 anos. Tem hipertensão. E desde sábado sente uma moleza no corpo. Não são dores no corpo. É mais uma moleza. Além disso, esta com nariz escorrendo um pouco. E hoje não está sentindo cheiro e gosto. Está tomando remédio para gripe e vitamina c",others
No naris sim,others
Pois temo pela minha mae,others
Então qualquer coisa posso entrar em contato com vcs Ou devo ir em uma unidade de saúde,request_inform
Quando me levanto rapido demais,others
Estou conseguindo até comer,others
Bom fds para você também,greeting
Eu e meu esposo estamos com alguns sintomas,others
Boa tarde estou com não estou sentindo cheiro nem paladar a 10 dias e hoje estou com falta de ar pode ser corona posso fazer o teste?,inform_symptoms
Se não ficar eu tomo só líquido e repouso?,request_inform
Tenho rinite e ansiedade,inform_symptoms
Suítes,others
Qual o medicamento que devo tomar,request_inform
Mesmo estando na linha de frente,others
E como se fosse iniciar uma gripe nova.. nariz seco..,inform_symptoms
Hoje estou apenas com dor de cabeça e indisposição,inform_symptoms
Hj eu passei o dia inteiro em repouso,others
Me*,others
As vezes sinto um pouco de dor,inform_symptoms
Eu não sei se o Paulo marcelo está funcionando hj,others
Fui no posto de saúde hoje,others
Não mais tou comecando a sentir,others
Onde posso ser atendido ?,request_inform
E sinto um pigarro na garganta,inform_symptoms
4 em 4h,others
"Estou sentindo um mal estar geral, cansaço, mas sem dor no corpo, não estou sentindo gosto ou cheiro, estou com diarreia e um pouco de fadiga ao respirar",inform_symptoms
Eu tô sentindo a respiração do meu ar quente e uma sensação estranha no peito,inform_symptoms
Tomei medicação antes de chegar nos 38°,others
Camila na verdade não sou eu que estou com tosse . É meu neto de 2 anos .,others
estou sem vontade de comer,inform_symptoms
Tomei anador e cefaliv,inform_medicine
"Já faço tratamento para depressão e ansiedade, mas não estou conseguindo fazer acompanhamento com psicólogo",others
Larguei 00:00,others
Durante o sono ela geme e solta algumas partes de frases,others
É obg mais uma vez,greeting
Tenho vontade,others
Fadiga.,inform_symptoms
Eu reduzi a frequência de paracetamol e percebi que a febre não voltou,inform_medicine
Agora não estou mais com febre,inform_symptoms
Ta  certo,others
Sábado dia 25,others
Medi agora a temperatura da sempre assim,others
Três dias hoje,others
Não desentope,others
O que posso fazer ?,request_inform
"Não,obrigada",greeting
Aí senti,others
Vários,others
Mais eu posso tá usando remédio para grip,request_inform
Deve continuar tomando os remédios dela normal,others
Seguinte.Sexta feira a noite tive febre e dor de cabeça.passei a noite assim.acordei no sabado.pouco febriu mas sem dor de cabeça.passei domingo e ontem sem sentir mais nada.hoje pela manha senti uma leve falta de ar.,inform_symptoms
No dia 2,others
Pois é....o q eu faço já q o dele deu alto?,request_inform
Se qndo criança cancava muito,others
Mas as vezes volta a aumentar,others
passou pra azitromicina dipirona e loratadina,inform_medicine
"Enquanto estou em casa, prefiro estudar pela manhã, tenho mais energia",others
Febre - dipirona,others
Tem que ser UPA?,request_inform
"Ainda estou com ânsia de vômito, pouca tosse e esmorecido",inform_symptoms
Minha irmã quer dar Floratil pq ela acha que pode ser só intestinal. Podemos dar?,request_inform
Dor no corpo,inform_symptoms
Só hipotireoidismo,inform_symptoms
"Não fez quimioterapia , foi só com medicações",others
"Sim, vou em um posto pra levar minha mãe pra fazer o teste.",others
Quanto é esse ivermeticina é aconselhável para amenizar o vírus?,request_inform
Onde posso encontrar oTamiflu?,request_inform
Eu peço muita força a Deus pois está sendo muito difícil,others
Desde ontem eu sinto pouco de desconforto com minha respiração,inform_symptoms
Vou tentar me informar amanhã cedo,others
De assistir tv,others
Minha bebê de 1 ano e três meses tb está com diarreia com 3 dias,inform_symptoms
Sim .E t muito preocupada com tudo q t acontecendo,others
So teve no domingo dia todo começou a baixou na segunda 4hrs da manha,others
Vi essa notícia,others
Mas tá tomando os remédios,inform_medicine
Faz 8 dias que sinto essa dor com a falta de ar,inform_symptoms
Mas parecia só um pigarro,inform_symptoms
Obrigado! Ótimo dia.,greeting
Vc e muito gentil muito obrigada,greeting
Na verdade é meu avô,others
Tá bom então. Fico por 48h isolado?,request_inform
Só moleza no corpo corpo todo dolorido nos primeiros dias,inform_symptoms
Com sintomas gripais,inform_symptoms
Sim tenho toc e tomo sertralina mirtazapina e aldol,inform_medicine
Devo ir novamente?,request_inform
Só tô sentindo isso,others
Muito obg!! Boa noite!!,greeting
"Tirando essa fosse, estou bem.",inform_symptoms
Ele fez o exame ontem e a noite estava muito ansioso  disse que não conseguiu dormir direito dizendo que teve uma leve falta de ar.,inform_symptoms
"Sei que nao vou precisar procurar, estou vem gracas a Deus",others
Está melhor que a tarde,others
Ele tampa,others
Me enganei...,others
Posso voltar a trabalhar na segunda !,others
"Sim,sem coragem p levantar",others
"Além da falta de ar, dores de cabeça insistentes, congestão nasal, boca amarga, estou com um mal estar...e me sinto estranha...fiz uma histerectomia a três meses e sou curada de um câncer de tireóide a 6 anos...",inform_symptoms
Tudo bem. Obrigada Déborah,greeting
Aí tem vezes que eu até penso que tenho esse vírus maldito,others
"Estou com febre, não consigo comer, porque vômito, minha barriga está cheia de gases, passei a noite indo ao banheiro, só consegui dormir hoje das 8 as 11",inform_symptoms
"Sim, já conversei sobre isso com eles",others
"N,só senti nos dias 19 e 20.",others
Hora estou melhor,others
Ele esta sem sentir cheiro e sabor de comida,inform_symptoms
Que doía o corpo e as costas *,inform_symptoms
Muita gelada,others
"Não, tive novamente na madrugada. Mas até agora não voltou mais",others
Estou é mais tempo sem fazer nenhum tipo de exercícios,others
Ja tenho esses sintomas há uma semana,others
Ela vai e volta às vezes mesmo sentada,others
"Não,Não",others
Estou um O pouco acima do peso,others
Aí vai voltando ao normal,others
Mais sempre que me movimento fico com o corpo fraco,inform_symptoms
Eu fico preocupada pq meus pais são idoso meu filho tem a imunidade baixa pq ele teve leucemia vai fazer 2 ano q ele terminou o tratamento mas faz acompanhamento ainda ele tem 8 anos só,inform_symptoms
"Porém ja venho a alguns dias tendo mau estar constante, dores de cabeça, coceira e manchas vermelhas, melhorei de alguns desses sintomas. Mas ontem comecei a tossir, com uma coceira na garganta, muita dor de cabeça, no corpo e febre",inform_symptoms
Me preocupo com meu paizinho,others
"Tenho colesterol alto e não sei como está  minha glicose,  pois esse ano não  fiz exames ainda",inform_symptoms
"Por enquanto estou , mais estou faltando trabalho , e ja estou pensando eu voltar amanhã pq n pode ir pra upa pq la tem casos de corona",others
Um vazio,others
"Oi, sou João Desde ontem estou com garganta doendo, dor de cabeça, dor no corpo e um pouco de calafrios.",inform_symptoms
Tbm tendo todo cuidado de higienização dos ambientes,others
"Tá, mas já venho fazendo isso",others
Pq os sintomas era levi,others
Não sinto gosto,inform_symptoms
Ele tem 4 dias de febre,inform_symptoms
Sou técnica de enfermagem  Aguardando a um ano aposentadoria,others
"Mim diz uma coisa, com quantos dias mais ou menos dura essa gripe cujo os sintomas são parecidos com a convid",others
A dipirona só 13:00,inform_medicine
Dei*,others
Só febre e nariz entupido,inform_symptoms
"Fabiana, estou há 3 dias com coriza, dor de cabeça, alguma coisa na cabeça que deve ser essa confusão mental ( descrita acima), como se fosse um peso. Não tenho apetite, sinto gosto, cheio, mas sem apetite e hoje amanheci com dor mas costas e costelas.",inform_symptoms
E uma pressao no torax,inform_symptoms
ME DIGA UMA COISA,others
Eu acredito nisso,others
Tive,others
Mas parece q não adianta,others
Vc poderia me ajudar?,request_inform
Tenho idometriose,inform_symptoms
Ah e ataca até ontem tendo como que calafrios,inform_symptoms
Estou aguardando pra fazer o exame,others
estou muito nervosa,others
Já estamos,others
Obrigada e a senhora também,greeting
Mas percebi que no decorrer da semana diminuiu um pouco,others
ela tava tossindo um pouco agora de noite,inform_symptoms
Oque,others
Tenho medo de ir na UPA. Sempre lotada,others
"Certo, muito obrigada",greeting
E tem 27,others
A médica disse pra ele ir na upa pra verificar PA lá e aí sim o médico de lá passar um remédio .,others
Foi sábado,others
"Tomando vit C, dipirona, coristina",inform_medicine
Sem tosse nem Coriza.,inform_symptoms
"Estado febril para melhor dizer. Com 36,8",inform_symptoms
Nunca teve pico acima 14/10,others
"2 coisinhas... Vamos lá rsrsrs. 1° - Creio que o nível de ansiedade aumentou consideravelmente a ponto de ter ""crises"" existenciais. Elas sempre existiram, e eu nunca fui muito atento de tratá-las.  Eu possuo uma dificuldade imensa em armazenar uma informação sobre o outro e aceitar opiniões sobre mim. E esses dias, tem ocorridos certas discussões em minha família/no dia a dia que fomentaram uma crise existencial muito grande a ponto de não saber quem eu sou, nem qual minha essência, nem os meus limites.. e isso ainda é uma coisa que tem que ser resolvida (mas para quando tudo acabar, por que creio que precise de um acom",inform_symptoms
So dentro de casa nos seeviços domésticos,others
Resumido medo do futuro,others
Ele tava sentindo como se tivesse com febre..mas no primeiro dia nao tinha como checar...tomou Dipirona quando sentia calafrios..,others
Ok. Josiane,others
do mes passado,others
Devo procurar um posto ou UPA?,request_inform
Só que hoje estou sentindo dificuldade na respiração porque meu nariz tá entupido,inform_symptoms
Pra ver se fico mais calma,others
Trabalho por cooperativa e agora estou doente e sem dinheiro.,others
Ainda com 38,others
"Estou com muita dor de garganta, dor de cabeça, e uma moleza no corpo.",inform_symptoms
"Algumas vezes sim, como falei hj faz 5 dias que estou de quarentena e tive febre uns 3 dias depois que passa a medicação",inform_symptoms
Tenho feito quarentena,others
Você recomenda?,request_inform
Vontade apenas de ficar deitada,others
Como quando estava limpando o banheiro e lavando os pratos,others
"De momento não, Renata. Obg.",greeting
Tosse mais a noite.. nd comum,inform_symptoms
Fora essa cobrança e exaustão por esse motivo,others
"Sobre o exame, ele deve fazer logo ?",request_inform
Mais tomei esse mesmo antialérgico e melhorei,inform_medicine
Muito forte seria como?,request_inform
Mas não tô conseguindo,others
"esses últimos dias ñ, antes pouco",others
"Porém ja venho a alguns dias tenho mau estar constante, dores de cabeça, coceira e manchas vermelhas, melhorei de alguns desses sintomas. Mas ontem comecei a tossir, com uma coceira na garganta, muita dor de cabeça, no corpo e febre",inform_symptoms
"Boa tarde. Sou profissional de saúde e moro com meus pais. Eu não estou sentindo nenhum sintoma, porém a minha mãe está apresentando há alguns dias ausência do paladar, diarreia e hoje amanheceu gripada. O que devo fazer?",others
Estou tendo repouso,others
"Até disso eu tenho medo, de chegar perto de quem eu amo",others
Aprendi,others
"Tive febre de 37.5 Garganta doendo Nariz escorrendo Dor de cabeça, meus olhos dói quando baixo a cabeça. Dores pelo corpo Não estou sentindo cheiro e estou com dificuldade pra sentir o gosta das coisas.",inform_symptoms
Ele teve todos os sintomas da Covid,inform_symptoms
Nada na garganta nem no nariz,inform_symptoms
Só a dipirona para febre. E arrisquei a tomar loratadina.,inform_medicine
"Pois o médico passou exames cardiológicos, urinários, pulmonar e hemograma",others
Quando eu paro na moto,others
"Vc está me deixando mais tranquilo, muito obrigado",greeting
Estou medindo constantemente,others
Atenolol 25mg,inform_medicine
Sufocar,others
Vou realizar o exame,others
"Boa Regilania, a mais ou menos 2 dias adquiri como se fosse um resfriado, porém como tenho problemas de rinite, espirrava bastante",inform_symptoms
Não sei bem. Só sei que começou os sintomas um dia antes,others
"Eu acho que não estou com febre , mas sinto uma leve quentura no corpo por dentro",inform_symptoms
E no sábado ela estava tendo alguma tosse.,inform_symptoms
A impressão que tenho como se meus pulmões não estivessem normais,inform_symptoms
Tô com dor de barriga dor de cabeça e febre e dor no corpo,inform_symptoms
Umas 1 hora,others
Ando tendo cirses de ansiedade,inform_symptoms
A temperatura ainda está em 37.5,others
Qdo fazemos algum esforço da logo tontura,others
E muito cansada,others
Minha dúvida é...permaneco em isolamento os 14 dias.,others
"Temperatura corporal 37,6C",others
Qualquer coisa que eu faço fico fraco,others
ainda com sensação de fraqueza e cansaço leve ao fazer esforço ou permanecer mto tempo sentada.,inform_symptoms
Não sei o que tomar e tenho medo de tomar qualquer coisa,others
Há 3 dias começou a tosse,inform_symptoms
Desde que começou os sintomas estou isolado,others
Sim. Total,others
So calafrio,inform_symptoms
Só em ksa,others
Fortaleza/ce,others
Vou tentar colocar isso em prática,others
"Não, estou tomando um fitoterápico pra isso e evitando notícias",others
Mas a garganta continuar com um pouco de pus,inform_symptoms
"Estou tomando chá de limão com bicarbonato, estou melhorando,hj não senti falta de ar",inform_medicine
"Dores nas costas na altura do peito,  tosse seca mais não insistente, não tenho febres",inform_symptoms
Tive só 37° febre,inform_symptoms
E hj tô percebendo que tô sentindo pouco cheiro das coisas,inform_symptoms
Acho q está com uma semana q ele gripou,inform_symptoms
que eu possa ligar e marcar,others
"Normal ,12x6",others
E também desde manhã que tô tossindo,inform_symptoms
e a garganta inflamada comecei a tomar a nimesulide,inform_symptoms
Sem vontade de comer.,inform_symptoms
Mas faz mal tomar,others
Nao tomo nenhum medicamento de uso continuo,others
"Não! Pq me aconselharam so ir pra medico se sentir febre alta a partir de 37,8 e falta de ar",others
Sem mais sintomas,others
boa tarde ju,greeting
Estou sim .,others
Eu e e os meus filhos estamos com falta de paladar e olfato,inform_symptoms
Nenhum numero,others
Desde segunda feira,others
E falta do paladar,inform_symptoms
Tomei Dipirona. Abaixou a febre já hoje. estou com 38 meia hora depois de tomar e acordar.,inform_medicine
Tbm tenho tosse cheia,inform_symptoms
Dores no corpo Dor de cabeça,inform_symptoms
Muito obrigada viu,greeting
Não tive falta de ar,inform_symptoms
"A dúvida é a seguinte, o fato de já sentirmos estes sintomas desde terça-feira, se Deus o livre, estivermos infectados, já termos passado esse tempo, sem piorarmos, pode ser considerado um fator positivo, porque o vírus tem um.ciclo, né?",others
"Muito ansiosa, triste não sinto vontade de mim alimentar e choro constantemente",others
"Não, porque o medidor deu problema só deu pra eu medir 4 vezes",others
Quando entrei aqui vi que tinha a opção de saúde mental,others
Meu esposo melhorou da tosse e tbm sente a sensaçao de febre mas nao ta.,inform_symptoms
Mim deu até sem eu saber fez o suco e mim deu,others
Obrigada por tudo,greeting
Só isso e mel de abelha p tosse,inform_medicine
No dia 1/05 a noite senti falta de ar e sensação de desmaio,inform_symptoms
Mas em movimento piora,others
Graças a Deus não passa de36,others
O que eu devo fazer?,request_inform
Usei as duas semanas atrás,others
"Eu ñ tô me sentindo muito bem agora pra conversar tá bom, vou tentar dormir, ficar um pouco quieta.",others
medi agora,others
Queria saber se posso tomar azitromicina,request_inform
Nesse caso...devemos nos preocupar?,request_inform
vou usar p verificar,others
Agora estou normal,others
Cansada e nariz entupido. Mas estou muito calma!!,inform_symptoms
"Antes foi uma neurologista que me passou outro ansiolítico , mas, entrei em Pânico e ela me disse que eu só poderia tomar ele",others
Quando eu ando.. Sinto muito,others
Meu pai tem 80 anos,others
Pra aliviar as vias aereas,others
Ele so usou dipirona,inform_medicine
Mais não sair da minha cabeça que eu esteja com esse vírus,others
Minha mãe tem 74 anos ela à dois dias está com nariz escorrendo e tossindo e teve febre,inform_symptoms
Irei a emergência,others
Ele fica como uma montanha russa,others
Mas com menos frequência do que antes,others
Já fui,others
"Devo retornar para o mesmo hospital que fui a primeira vez, correto ?",request_inform
"Alem dos q falei, não",others
"Estou um pouco indisposta, ainda continuo com o nariz entupido. E n estou sentindo cheiro e nem sabor",inform_symptoms
Estou desde ontem com o paladar afetado ( sem sentir o gosto de absolutamente nada) e também sem sentir o cheiro ( só sinto se eu respirar muito fundo ),inform_symptoms
Comprei Esse Remédio Tô Tomando,others
Ok vou procurar um posto,others
"Foi via telemedicina Tentei marcar com meu médico, mas disseram que como estou com suspeita não posso ir na consulta. Só depois de 14 dias. E eu não tenho contato dele.",others
E a febre?,others
*primeiramente?,others
Parei o tratamento a um tempo,others
Desde ontem tenho ficado mais no quarto,others
Pois aqui e só eu e ela,others
Já era pra ter evoluído pra uma coisa pior?,request_inform
E ontem de madrugada ela voltou,others
Se não me falha a memória,others
Mas oq despertou em.mim.a dúvida foi q n sinto.cheiro de nada,inform_symptoms
Já está com um mês que não faço,others
Vou seguir seus conselhos,others
E quanto a falta de ofato?,request_inform
Teve no primeiro dia,others
Spray nasal que é o Avamys,inform_medicine
Vcs me enviaram msg,others
Ta certp,others
Mas também tava tossindo muito,inform_symptoms
Teve dor de barriga,inform_symptoms
É grave?,request_inform
Ontem e hj não,others
Continuo sem paladar e olfato,inform_symptoms
Tenho medo de não estar com a COVID 19 e pegar lá.,others
A minha outra irmã disse que tá seca,others
"Não, estamos eu e ele com febre e sintomas de gripe",inform_symptoms
Não sei se é reação da vacina,others
"Sim, tudo bem",others
Garganta como se tivesse bloqueada,inform_symptoms
Rogério Fiuza Barbosa.,others
"Muito grato pelo atendimento, dr. Samuel. A gente fica bastante ansioso, mesmo que sejam pequenos sintomas.  Principalmente, sabendo da evolução dessa pandemia em nossa capital.",others
Ai nao aguento mais,others
Tenho quer esperar pela falta de ar então?,request_inform
É vdd,others
Pq ele é doente mental,inform_symptoms
Dipirona e um xarope pra tosse expec,inform_medicine
"Não, tava tudo seco, mas agora tá soltando um pouco o catarro.",inform_symptoms
Tomei apracur e amoxinila,inform_medicine
Mais estou sem paladar,inform_symptoms
Tem algum remédio  que a pessoa tome para se acalmar,others
Nessa situação?,others
"Falta de ar, não. E à noite, fico febril. Tou conseguindo controlar a febre com a Dipirona. É durante o dia, a temperatura é normal.",others
No platao tento ter muito cuidado,others
Não tenho coragem de ir ao médico.,others
Boa tárde no,greeting
"Hoje deu normal,mas estava entre 37,7 a 38,4",others
Muito Obrigada,greeting
Qual remédio posso tomar ?,request_inform
Só um amargo na boca,inform_symptoms
Só ontem,others
Né verdade ????,others
É isso. Fora esses sintomas de dor de cabeça leve e dor nas costas,inform_symptoms
Não é derrepente,others
Procurei o posto de saúde o médico fez a prescrição de medicamentos,others
Pronto?,others
"Com mal estar intenso, dores na coluna e temperatuta de 36 graus",inform_symptoms
Estou percebendo que está aumentando aos poucos,others
Eu estava com alguns sintomas agr estou um pouco melhor,others
Eu vou fazer aqui,others
"Tenho um bebê de 6 meses, posso amamentar normal?",others
Tô confirmando,others
Ou do me dirigo so posto dizendo que estou com esses sintomas?,others
Dores no corpo também,inform_symptoms
Tenho uma mae que tem aritimia,inform_symptoms
Claro que você não ia fica 24 trabalhando,others
E na tv já ouvi falar q não pode,others
"E eu estou na casa do meu namorado, o irmão dele é agente peninteciario e ele teve contato direto com um positivo, mas foi rapido",others
Onde posso fazer o teste,request_inform
Obrigado pela ajuda e atenção,greeting
Irritação na garganta,inform_symptoms
